URL,NAME,ID,BRAND,DESC,IMAGE,ADDITIONALIMAGE,ADDITIONALIMAGE2,CATEGORY,SIZES,AVAIL,PRICE,OLDPRICE,GENDER
https://guthastore.it/products/lhotse-jacket-hawtorne-khaki,Lhotse Jacket hawtorne  Khaki,5594043220118,THE NORTH FACE,"Codice Articolo:72I-0D9024
Pesantezza del tessuto: 75gr/mq
Chiusura frontale con zip
Polsini regolabili con strap
Coulisse interna sul fondo
Patch logo sulla manica
Due tasche laterali con zip
Imbottitura in piumino
Vestibilità: acquista la tua misura
Contiene parti non tessili di origine animale
Composizione:

Principale: 100% Nylon
Imbottitura: Piume",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_fe5c03fc-1435-4b82-b6f8-a69d5f216287.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_423d5cc3-74dd-4a84-92c6-7b187d06a2b9.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_af9dc7f1-91a9-4964-8099-66e49e4541f5.jpg,Capispalla,XS | S | M | L,1,280.00,295.00,UNISEX
https://guthastore.it/products/nupte-1996-clrlkblhmlycmpt,Nuptse 1996 clrlkblhmlycmpt,5594072121494,THE NORTH FACE,"Composizione e istruzioni di lavaggio


Composizione: 100% poliestere


Materiale dell'imbottitura: 90% duvet, 10% piume


Fodera: 100% nylon


Fodera: Imbottitura calda


Elementi non tessili di origine animale: Si


Avvertenze: Lavaggio a macchina a 40 gradi, Lavaggio delicato


Dettagli prodotto


Colletto: Cappuccio


Chiusura: Cerniera


Tasche: Chiusura a cerniera, Tasca interna


Cappuccio: Cappuccio con coulisse


Fantasia: Militare


Dettagli: Chiusura scoperta


Codice articolo: TH322T005-K15",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_7221c917-5170-49ec-b0d3-ec8dcf752968.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_6349c6d0-7cd9-4b0e-bd3d-b828e38af67c.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_e1d1373f-0838-4df3-bf06-133ad810fc95.jpg,Capispalla,XS | S | M | L | XL,0,289.00,,UNISEX
https://guthastore.it/products/giacca-donna-nuptse-1996,Retro Nuptse 1996 Black,5594179043478,THE NORTH FACE,"Ispirandosi alla nostra iconica giacca Nuptse 1996, questo capo rétro presenta lo stesso tessuto lucido dell’originale e gli inconfondibili elementi imbottiti oversize, ora con una nuova vestibilità comoda per il massimo comfort.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_bb0920f6-df22-4120-8e5e-1d50d23c18c2.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_492daaf6-d2eb-4edf-9a74-4f20d7ccfc98.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_c793b7fd-7d23-4713-bc16-91ac4d050c89.jpg,Capispalla,XS | S | M,0,289.00,,UNISEX
https://guthastore.it/products/giacca-donna-nuptse-1996-summit-gold,Nuptse 1996 Summit gold,5594192642198,THE NORTH FACE,"Ispirandosi alla nostra iconica giacca Nuptse 1996, questo capo rétro presenta lo stesso tessuto lucido dell’originale e gli inconfondibili elementi imbottiti oversize, ora con una nuova vestibilità comoda per il massimo comfort.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_c6958fec-aae4-46f1-8ece-5e6d2acae297.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_d78c5b8a-ec27-4adc-aca7-10d00cb5503b.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_91204545-22fa-4000-a977-12b940de65f0.jpg,Capispalla,XS | S | M,1,280.00,,UNISEX
https://guthastore.it/products/fine-alpine-hoodie-summit-gold,Fine Alpine Hoodie Summit Gold,5594274529430,THE NORTH FACE,Felpa in cotone con cappuccio,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_1711a648-3154-4a20-8fcd-8e321018cf7e.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_7ef3e8a9-8891-44fe-b177-3c0759f9622e.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_2bf6e535-98b1-4cda-b6c8-a3273ee1489c.jpg,Felpa,XS | S | M | L,1,69.00,95.00,UNISEX
https://guthastore.it/products/base-camp-fuse-box-asphgy-summ-gold,Base Camp Fuse Box Summit Gold,5594382368918,THE NORTH FACE,zaino north face,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_00ed27fd-009f-4963-9245-03a7b1360b69.jpg,,,Zaini,UNI,1,135.00,,UNISEX
https://guthastore.it/products/sk8-low-honey-gold-purple-velvet,Sk8 low Honey Gold Purple Velvet,5594522714262,VANS,"Classica, La Sk8 Low, una demolizione della leggendaria scarpa da skate alta Vans, è costruita con una gamma di colori e materiali per fornire un'estetica Sk8 Hi familiare in una scarpa bassa. Caratterizzato da robusta tomaia in tela e pelle scamosciata, lo Sk8 Low include anche puntali rinforzati per resistere a usura ripetuta, colletti imbottiti per supporto e flessibilità e suola waffle in gomma firmata.

Marca: Vans


Stile: Sneaker


Reparto: Unisex


Materiale: Gomma, Tela, Vera pelle, Pelle sintetica, Vero camoscio",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_c8bff6a3-c727-4167-ad13-edb325114aa1.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_78d58fbd-f603-42b1-9b5f-b7609d68b234.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_2d95aaf7-be8d-45c6-a478-ae225bc45656.jpg,Scarpe,40.5 EU | 41 EU | 42 EU | 42.5 EU | 43 EU | 44 EU | 44.5 EU,1,79.00,,UNISEX
https://guthastore.it/products/style-73-dx-og-black,Style 73 Dx Og black,5595332771990,VANS,"Sneaker low top di Vans, con tomaia in suede e onda in pelle a contrasto. Soletta UltraCush, intersuola vulcanizzato e iconica suola con struttura waffle. Questa versione rende omaggio alla prima storica fabbrica del brand.",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_d2152226-e62d-46b7-aaa3-6b91984fed93.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_29cc5c54-d3e3-4099-8bde-e9ad83856c57.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_4bdbf1c8-f614-4cbd-9c69-3b169e9fda06.jpg,Scarpe,40.5 EU | 41 EU | 42 EU | 42.5 EU | 43 EU | 44 EU | 44.5 EU,1,89.00,,UNISEX
https://guthastore.it/products/authenthic-hc-checkerboard-tr-wht,Era Authenthic hc checkboard tr/WhT,5595367538838,VANS,Sneakers Vans,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_f1d60459-85b6-489b-ab98-70645da606d2.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_1b8f8a73-9d7d-42b8-9ccd-4e75edfd18d0.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_9b41a067-65cd-4393-b17b-2652eded1a0c.jpg,Scarpe,38 EU | 38.5 EU | 39 EU | 40 EU | 40.5 EU | 41 EU | 42 EU | 42.5 EU | 43 EU | 43.5 EU,1,75.00,,UNISEX
https://guthastore.it/products/classic-slip-on-checkrbrd-red,Classic Slip On checkrbrd/red,5595516895382,VANS,Slip on Vans Limited edition,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_b7299585-b8b1-49a3-9995-8cde733f1ff2.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_de5382ae-c7f6-4d99-94a8-9053e1d35acd.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_c7fae6f5-a14f-486f-8106-b51e498d0dcf.jpg,Scarpe,40 EU | 41 EU | 42 EU | 43 EU | 44 EU | 45 EU,1,60.00,75.00,UNISEX
https://guthastore.it/products/vans-hell-yeah-tie-dye,VANS HELL YEAH TIE DYE,5610658431126,VANS,"Felpa Tie Dye Vans con cappuccio 
100% cotone",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_a8339cfb-5c5b-4ded-a50c-50219ec873dc.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_f13a24c7-2569-43f5-be72-76f431921cff.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_c358a3b5-02ac-4434-b774-4851e6bd48c3.jpg,Felpa,XS | S | M | L | XL,1,75.00,,UNISEX
https://guthastore.it/products/vans-hell-yeah-tie-dye-pink,VANS HELL YEAH TIE DYE PINK,5610740777110,VANS,"Felpa Tie Dye Vans con cappuccio 
100% cotone",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_cfa1cbde-0dfb-4eed-adb0-9685d29bfe06.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_ad3ccc3a-b532-4b18-b38e-08763485551f.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_ff4b276c-e039-42d1-a623-8e4891584b95.jpg,Felpa,XS | S | M | L | XL,1,75.00,,UNISEX
https://guthastore.it/products/vans-tris-calzettoni,VANS TRIS CALZETTONI,5610796712086,VANS,"Tris di calze Vans. Tre colorazioni Nero, bianco e scacchi",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_18be7e23-0295-46ee-a21f-9e11468944b8.jpg,,,Calzini,38.5 EU / 42 EU | 42 EU / 47 EU,1,19.00,,UNISEX
https://guthastore.it/products/calza-vans-fiamma,CALZA VANS FIAMMA,5610799956118,VANS,Calzettone Vans Checkerboard e fiamma,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_61224239-c8c5-426f-af01-ea5ecdf13e13.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_82f44c95-4b5d-4308-b4c3-3a38241b8c01.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_1ecf2bfd-c825-420a-99ec-6fc77b60b2e9.jpg,Calzini,38.5 EU / 42 EU | 42 EU / 47 EU,1,15.00,,UNISEX
https://guthastore.it/products/vans-calzino-tie-dye,VANS CALZINO TIE DYE,5610856284310,VANS,Calzettone Vans Tiè Dye,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_f6de2a09-da74-4ee7-b310-d9bbca973314.jpg,,,Calzini,38.5 EU / 42 EU | 42 EU / 47 EU,1,15.00,,UNISEX
https://guthastore.it/products/vans-calzettone-checkerboard,VANS CALZETTONE CHECKERBOARD,5610870800534,VANS,Calzettone Vans,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_192540af-2767-4c72-93ad-4e10ca03eac7.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_23e58a63-5319-44d5-a8b4-ee87db1827a2.jpg,,Calzini,38.5 EU / 42 EU | 42 EU / 47 EU,1,15.00,,UNISEX
https://guthastore.it/products/vans-occhiali-da-sole-spicolo,VANS OCCHIALI DA SOLE SPICOLO,5610898784406,VANS,Occhiali check Vans,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_5b456eed-977c-4a8f-b343-4543bc9a9654.jpg,,,Accessori,UNI,1,19.00,,UNISEX
https://guthastore.it/products/vans-hold-tha-phone,VANS HOLD THA PHONE,5610929062038,VANS,Vans porta Cellulare e documenti,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_5605b70b-8c82-4b45-9264-2aabd582e30b.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_09e1eab7-4b0c-4025-aa91-09e8967ebffa.jpg,,Accessori,UNI,1,29.00,,UNISEX
https://guthastore.it/products/vans-hankley-bucket,VANS HANKLEY BUCKET,5611007541398,VANS,Cappello Vans,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_6cfd7d86-75d1-406b-9dea-d7607a9435f0.jpg,,,Cappelli,UNI,0,39.00,,UNISEX
https://guthastore.it/products/felpa-vision-of-super-face,Felpa Vision Of Super Face,5620485062806,VISION OF SUPER,Felpa 100% in cotone vision of super,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_fd4c24ab-c6c8-44bd-88a7-1c61dff87246.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_d4755890-0fab-43ab-aff9-5f9517db6120.jpg,,Felpa,S | M | L | XL,1,120.00,,UNISEX
https://guthastore.it/products/t-shirt-vision-of-super-face,T-Shirt Vision Of Super Face,5620493090966,VISION OF SUPER,T shirt in cotone con stampa,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_8a7b1f5d-ec91-47df-b3a4-0da6db7c8b4c.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_edfe93f5-3985-496a-914f-46a4359652cc.jpg,,T. shirt,S | M | L | XL,1,80.00,,UNISEX
https://guthastore.it/products/t-shirt-vision-of-super-donna-face,T-Shirt Vision Of Super Green,5620500234390,VISION OF SUPER,T shirt 100% in cotone donna,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_2f67178e-9b71-4df2-8127-f08d795de9dd.jpg,,,T. shirt,XS | S | M | L,1,75.00,,UNISEX
https://guthastore.it/products/t-shirt-akihiro-dolly-noire,Dolly Noire T-Shirt Akhiro,5624717410454,DOLLY NOIRE,"T-shirt Dolly Noire girocollo a maniche corte, presenta una stampa serigrafata sul petto e sul retro completata da un etichetta logo sul fondo.
Modello: alto 1,84m e indossa una taglia L",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_d35966ed-227a-408c-8414-6ed5e3005f8c.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_3ad0c608-3b79-489f-9648-5b1e1efe1a4b.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_63e44cb2-5950-49a1-ae88-231e9f406e29.jpg,T. shirt,S | M | L | XL,1,31.00,39.00,UNISEX
https://guthastore.it/products/master-logo-tee-dolly-noire,Dolly Noire Master Logo T-Shirt TS403,5624733073558,DOLLY NOIRE,"T-shirt Dolly Noire girocollo a maniche corte, esclusiva posizione di stampa per questa tee che sicuramente non ti lascerà inosservato.
Completata da un etichetta logo sul fondo.
- etichetta logo sul fondo- 100% cotone",https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_b7f48933-aa2c-4d6b-b0cc-3e934d313a67.jpg,https://cdn.shopify.com/s/files/1/0362/4560/2436/products/image_1be1fb38-6b93-493e-ae2a-cb88bfc70175.jpg,,T. shirt,S | M | L | XL,1,31.00,39.00,UNISEX
